wavelength,intensity
791.7139892578125,631
792.0159912109375,616
792.3179931640625,627
792.6209716796875,628
792.9229736328125,620
793.2249755859375,639
793.5280151367188,638
793.8300170898438,625
794.1320190429688,632
794.4349975585938,634
794.7369995117188,621
795.0390014648438,623
795.3419799804688,620
795.6439819335938,626
795.9459838867188,637
796.2490234375,632
796.551025390625,633
796.85302734375,632
797.156005859375,635
797.4580078125,624
797.760009765625,636
798.06298828125,626
798.364990234375,626
798.6669921875,627
798.968994140625,624
799.27197265625,628
799.573974609375,627
799.8759765625,635
800.1790161132812,625
800.4810180664062,626
800.7830200195312,624
801.0850219726562,635
801.3880004882812,627
801.6900024414062,632
801.9920043945312,629
802.2940063476562,624
802.5969848632812,633
802.8989868164062,623
803.2009887695312,628
803.5029907226562,622
803.8060302734375,624
804.1079711914062,630
804.4099731445312,615
804.7119750976562,618
805.0150146484375,633
805.3170166015625,628
805.6190185546875,637
805.9210205078125,633
806.2239990234375,627
806.5260009765625,632
806.8280029296875,614
807.1300048828125,626
807.4320068359375,624
807.7349853515625,625
808.0369873046875,630
808.3389892578125,627
808.6409912109375,621
808.9429931640625,624
809.2459716796875,618
809.5479736328125,621
809.8499755859375,631
810.1519775390625,624
810.4539794921875,624
810.7570190429688,629
811.0590209960938,638
811.3610229492188,641
811.6630249023438,636
811.9650268554688,632
812.2670288085938,636
812.5700073242188,627
812.8720092773438,624
813.1740112304688,630
813.4760131835938,628
813.7780151367188,630
814.0800170898438,627
814.3820190429688,628
814.6849975585938,627
814.9869995117188,624
815.2890014648438,631
815.5910034179688,629
815.8930053710938,630
816.1950073242188,627
816.4970092773438,616
816.7990112304688,625
817.1019897460938,626
817.4039916992188,621
817.7059936523438,625
818.0079956054688,614
818.3099975585938,626
818.6119995117188,629
818.9140014648438,626
819.2160034179688,624
819.5180053710938,639
819.8209838867188,625
820.1229858398438,632
820.4249877929688,637
820.7269897460938,614
821.0289916992188,627
821.3309936523438,626
821.6329956054688,624
821.9349975585938,628
822.2369995117188,621
822.5390014648438,633
822.8410034179688,631
823.1430053710938,630
823.4450073242188,632
823.7470092773438,622
824.0490112304688,638
824.3519897460938,619
824.6539916992188,627
824.9559936523438,624
825.2579956054688,623
825.5599975585938,627
825.8619995117188,633
826.1640014648438,621
826.4660034179688,632
826.7680053710938,623
827.0700073242188,621
827.3720092773438,636
827.6740112304688,624
827.9760131835938,628
828.2780151367188,613
828.5800170898438,620
828.8820190429688,632
829.1840209960938,610
829.4860229492188,628
829.7880249023438,624
830.0900268554688,626
830.3920288085938,622
830.6939697265625,631
830.9959716796875,624
831.2979736328125,630
831.5999755859375,621
831.9019775390625,631
832.2039794921875,619
832.5059814453125,622
832.8079833984375,629
833.1090087890625,624
833.4110107421875,637
833.7130126953125,627
834.0150146484375,627
834.3170166015625,628
834.6190185546875,634
834.9210205078125,630
835.2230224609375,631
835.5250244140625,627
835.8270263671875,624
836.1290283203125,635
836.4310302734375,623
836.7329711914062,635
837.0349731445312,633
837.3369750976562,628
837.6380004882812,637
837.9400024414062,627
838.2420043945312,621
838.5440063476562,632
838.8460083007812,630
839.1480102539062,636
839.4500122070312,621
839.7520141601562,632
840.0540161132812,620
840.35498046875,625
840.656982421875,628
840.958984375,638
841.260986328125,626
841.56298828125,626
841.864990234375,616
842.1669921875,638
842.468994140625,637
842.77001953125,631
843.072021484375,631
843.3740234375,636
843.676025390625,625
843.97802734375,628
844.280029296875,637
844.5819702148438,629
844.8829956054688,630
845.1849975585938,630
845.4869995117188,642
845.7890014648438,626
846.0910034179688,626
846.3920288085938,625
846.6939697265625,627
846.9959716796875,623
847.2979736328125,615
847.5999755859375,625
847.9019775390625,620
848.2030029296875,629
848.5050048828125,621
848.8070068359375,627
849.1090087890625,628
849.4099731445312,624
849.7119750976562,634
850.0139770507812,622
850.3159790039062,625
850.6179809570312,628
850.9190063476562,626
851.2210083007812,627
851.5230102539062,629
851.8250122070312,624
852.1259765625,628
852.427978515625,627
852.72998046875,631
853.031982421875,616
853.3330078125,634
853.635009765625,626
853.93701171875,625
854.239013671875,621
854.5399780273438,624
854.8419799804688,625
855.1439819335938,635
855.4459838867188,628
855.7470092773438,618
856.0490112304688,622
856.3510131835938,622
856.6519775390625,629
856.9539794921875,626
857.2559814453125,629
857.5579833984375,627
857.8590087890625,637
858.1610107421875,622
858.4630126953125,633
858.7639770507812,628
859.0659790039062,625
859.3679809570312,624
859.6690063476562,623
859.9710083007812,630
860.2730102539062,638
860.573974609375,622
860.8759765625,620
861.177978515625,633
861.47900390625,627
861.781005859375,625
862.0830078125,631
862.3839721679688,632
862.6859741210938,618
862.9879760742188,629
863.2890014648438,628
863.5910034179688,623
863.8930053710938,628
864.1939697265625,621
864.4959716796875,624
864.7969970703125,628
865.0989990234375,629
865.4010009765625,642
865.7020263671875,628
866.0040283203125,630
866.3049926757812,624
866.6069946289062,616
866.9089965820312,637
867.2100219726562,630
867.5120239257812,629
867.81298828125,632
868.114990234375,630
868.4169921875,630
868.718017578125,633
869.02001953125,620
869.3209838867188,632
869.6229858398438,629
869.9240112304688,627
870.2260131835938,626
870.5280151367188,618
870.8289794921875,630
871.1309814453125,620
871.4320068359375,615
871.7340087890625,627
872.0349731445312,633
872.3369750976562,623
872.6380004882812,636
872.9400024414062,621
873.2420043945312,623
873.5430297851562,624
873.844970703125,629
874.14599609375,630
874.447998046875,626
874.7490234375,631
875.051025390625,628
875.3519897460938,630
875.6539916992188,625
875.9550170898438,633
876.2570190429688,627
876.5579833984375,632
876.8599853515625,633
877.1610107421875,624
877.4630126953125,634
877.7639770507812,637
878.0659790039062,634
878.3670043945312,618
878.6680297851562,622
878.969970703125,627
879.27099609375,628
879.572998046875,631
879.8740234375,635
880.176025390625,631
880.4769897460938,631
880.7789916992188,634
881.0800170898438,617
881.3820190429688,621
881.6829833984375,625
881.9840087890625,627
882.2860107421875,625
882.5869750976562,634
882.8889770507812,622
883.1900024414062,614
883.4920043945312,635
883.7930297851562,632
884.093994140625,633
884.39599609375,631
884.697021484375,633
884.9990234375,623
885.2999877929688,636
885.6010131835938,638
885.9030151367188,625
886.2039794921875,626
886.5059814453125,631
886.8070068359375,624
887.1079711914062,639
887.4099731445312,622
887.7109985351562,621
888.0120239257812,629
888.3140258789062,640
888.614990234375,625
888.916015625,635
889.218017578125,632
889.5189819335938,638
889.8209838867188,624
890.1220092773438,614
890.4229736328125,625
890.7249755859375,620
891.0260009765625,631
891.3270263671875,626
891.6290283203125,625
891.9299926757812,628
892.2310180664062,620
892.531982421875,621
892.833984375,621
893.135009765625,622
893.4359741210938,626
893.7379760742188,638
894.0390014648438,634
894.3400268554688,630
894.6420288085938,629
894.9429931640625,617
895.2440185546875,635
895.5449829101562,625
895.8469848632812,627
896.1480102539062,624
896.448974609375,636
896.7509765625,629
897.052001953125,628
897.35302734375,627
897.6539916992188,622
897.9559936523438,632
898.2570190429688,634
898.5579833984375,624
898.8590087890625,633
899.1610107421875,627
899.4619750976562,626
899.7630004882812,621
900.0640258789062,632
900.364990234375,636
900.6669921875,627
900.968017578125,635
901.2689819335938,636
901.5700073242188,628
901.8720092773438,626
902.1729736328125,619
902.4739990234375,609
902.7750244140625,620
903.0759887695312,622
903.3779907226562,633
903.6790161132812,627
903.97998046875,636
904.281005859375,636
904.5819702148438,631
904.8829956054688,634
905.1849975585938,621
905.4860229492188,634
905.7869873046875,634
906.0880126953125,625
906.3889770507812,635
906.6900024414062,628
906.9920043945312,621
907.2930297851562,633
907.593994140625,636
907.89501953125,631
908.1959838867188,636
908.4970092773438,622
908.7979736328125,628
909.0989990234375,618
909.4010009765625,629
909.7020263671875,626
910.0029907226562,627
910.3040161132812,620
910.60498046875,629
910.906005859375,626
911.2069702148438,631
911.5079956054688,629
911.8090209960938,626
912.1099853515625,626
912.4119873046875,627
912.7130126953125,635
913.0139770507812,634
913.3150024414062,621
913.6160278320312,635
913.9169921875,625
914.218017578125,623
914.5189819335938,621
914.8200073242188,626
915.1209716796875,621
915.4219970703125,628
915.7230224609375,621
916.0239868164062,620
916.3250122070312,633
916.6259765625,634
916.927001953125,634
917.22802734375,628
917.5289916992188,630
917.8300170898438,628
918.1309814453125,631
918.4320068359375,627
918.7329711914062,634
919.0339965820312,629
919.3359985351562,634
919.635986328125,631
919.93701171875,625
920.2379760742188,623
920.5390014648438,632
920.8400268554688,621
921.1409912109375,625
921.4420166015625,636
921.7429809570312,617
922.0440063476562,626
922.344970703125,628
922.64599609375,638
922.947021484375,630
923.2479858398438,620
923.5490112304688,637
923.8499755859375,622
924.1510009765625,627
924.4520263671875,629
924.7529907226562,624
925.0540161132812,626
925.35498046875,625
925.656005859375,629
925.9569702148438,622
926.2579956054688,622
926.5579833984375,631
926.8590087890625,630
927.1599731445312,628
927.4609985351562,631
927.7620239257812,629
928.06298828125,627
928.364013671875,627
928.6649780273438,624
928.9660034179688,627
929.2670288085938,632
929.5670166015625,639
929.8679809570312,631
930.1690063476562,628
930.469970703125,623
930.77099609375,632
931.072021484375,627
931.3729858398438,629
931.6729736328125,626
931.9739990234375,623
932.2750244140625,626
932.5759887695312,615
932.8770141601562,624
933.177978515625,629
933.47802734375,619
933.7789916992188,617
934.0800170898438,635
